Student_ID,Gender,Age,Semester,Study_Hours_Per_Day,Assignment_Load,Sleep_Hours,Attendance_Percentage,Screen_Time_Hours,Caffeine_Intake,Extracurricular_Hours,Exam_Pressure,Financial_Stress,Social_Support,Stress_Level
30,1,22.0,2.0,5.2,7.0,8.0,98.0,5.6,2.0,2.0,4.0,6.0,4.0,2
31,0,21.0,3.0,4.3,5.0,5.9,94.0,4.1,2.0,0.0,1.0,8.0,10.0,1
32,1,18.0,4.0,5.6,9.0,6.9,81.0,7.0,1.0,2.0,2.0,4.0,6.0,2
33,0,19.0,8.0,4.5,9.0,4.4,84.0,6.2,4.0,5.0,9.0,1.0,9.0,2
34,0,23.0,2.0,4.3,3.0,5.3,81.0,6.7,0.0,0.0,9.0,3.0,5.0,2
35,0,22.0,4.0,5.8,6.0,9.0,78.0,7.3,5.0,5.0,5.0,9.0,8.0,2
36,0,24.0,1.0,5.5,2.0,6.4,92.0,3.2,2.0,0.0,1.0,6.0,3.0,1
37,0,19.0,8.0,4.9,9.0,6.6,92.0,11.9,4.0,0.0,2.0,2.0,3.0,2
38,1,24.0,6.0,4.6,10.0,7.0,100.0,6.9,1.0,3.0,3.0,1.0,5.0,2
39,0,24.0,1.0,2.7,6.0,8.2,78.0,8.5,5.0,1.0,2.0,6.0,9.0,1
40,0,22.0,3.0,6.6,4.0,5.1,75.0,9.8,1.0,3.0,1.0,3.0,6.0,1
41,0,24.0,4.0,2.2,5.0,7.4,75.0,11.4,5.0,0.0,7.0,1.0,8.0,1
42,1,19.0,8.0,3.0,6.0,5.7,84.0,7.2,1.0,1.0,1.0,4.0,7.0,1
43,0,20.0,2.0,4.0,5.0,4.2,87.0,7.1,5.0,4.0,7.0,9.0,6.0,0
44,1,18.0,5.0,2.9,3.0,7.2,81.0,5.2,0.0,0.0,10.0,7.0,6.0,2
45,0,21.0,2.0,8.1,7.0,5.3,77.0,6.4,2.0,0.0,7.0,1.0,9.0,2
46,1,20.0,7.0,6.6,2.0,4.7,86.0,7.5,4.0,2.0,2.0,5.0,9.0,1
47,0,23.0,7.0,7.6,6.0,4.1,90.0,7.4,5.0,2.0,9.0,3.0,4.0,0
48,0,23.0,7.0,5.5,3.0,7.7,84.0,4.5,3.0,4.0,1.0,5.0,5.0,1
49,1,21.0,6.0,2.4,8.0,7.3,93.0,7.6,3.0,5.0,4.0,9.0,8.0,2
50,1,23.0,2.0,5.5,5.0,7.0,97.0,5.6,5.0,5.0,10.0,6.0,2.0,0
51,1,23.0,5.0,5.5,4.0,6.9,77.0,5.6,1.0,0.0,1.0,4.0,8.0,1
52,1,21.0,7.0,8.7,10.0,7.2,77.0,4.6,5.0,5.0,7.0,8.0,7.0,0
53,1,19.0,1.0,6.3,2.0,5.0,92.0,8.6,1.0,1.0,9.0,8.0,1.0,0
54,1,24.0,2.0,7.3,8.0,5.3,73.0,8.9,3.0,5.0,9.0,9.0,10.0,0
55,0,24.0,8.0,5.8,10.0,7.7,97.0,10.8,3.0,4.0,8.0,3.0,8.0,2
56,0,20.0,4.0,4.5,5.0,5.4,98.0,5.2,3.0,5.0,4.0,5.0,8.0,1
57,1,23.0,5.0,3.4,4.0,6.4,82.0,7.7,2.0,2.0,9.0,2.0,3.0,2
58,1,19.0,7.0,5.6,3.0,7.7,78.0,7.0,0.0,3.0,7.0,6.0,9.0,1
59,0,21.0,1.0,7.9,4.0,6.1,91.0,12.4,3.0,4.0,1.0,10.0,7.0,2
60,0,18.0,6.0,6.3,5.0,5.2,89.0,4.9,3.0,4.0,9.0,10.0,4.0,0
61,0,19.0,5.0,6.0,7.0,6.2,96.0,8.4,0.0,3.0,6.0,7.0,3.0,0
62,0,19.0,1.0,5.9,7.0,6.4,66.0,5.3,0.0,5.0,7.0,3.0,8.0,2
63,1,18.0,5.0,2.0,7.0,5.8,85.0,8.7,1.0,3.0,6.0,6.0,7.0,2
64,0,24.0,7.0,5.4,5.0,4.6,70.0,7.3,3.0,0.0,9.0,1.0,6.0,2
65,1,23.0,2.0,5.8,1.0,5.2,66.0,7.3,1.0,1.0,1.0,10.0,3.0,2
66,1,19.0,8.0,5.1,2.0,4.8,78.0,7.7,3.0,5.0,5.0,6.0,3.0,2
67,1,24.0,3.0,6.1,5.0,8.1,71.0,9.1,4.0,0.0,5.0,10.0,7.0,2
68,0,23.0,4.0,2.2,2.0,5.1,80.0,8.0,0.0,5.0,5.0,10.0,2.0,2
69,1,20.0,7.0,6.0,6.0,7.3,69.0,14.0,4.0,5.0,6.0,1.0,7.0,2
70,0,18.0,7.0,6.1,6.0,8.2,94.0,8.9,5.0,1.0,7.0,3.0,9.0,2
71,0,22.0,8.0,6.3,8.0,6.0,92.0,8.5,5.0,4.0,5.0,6.0,4.0,0
72,1,20.0,8.0,3.5,4.0,6.1,94.0,6.0,4.0,4.0,7.0,6.0,1.0,2
73,0,24.0,6.0,5.2,3.0,9.0,96.0,3.3,1.0,2.0,5.0,6.0,5.0,1
74,0,22.0,1.0,6.4,9.0,4.1,77.0,6.1,0.0,1.0,7.0,8.0,9.0,0
75,1,23.0,8.0,7.2,8.0,6.6,93.0,4.8,0.0,0.0,5.0,4.0,7.0,2
76,1,20.0,6.0,3.6,8.0,7.5,100.0,5.5,4.0,2.0,7.0,9.0,6.0,0
77,0,23.0,8.0,5.4,5.0,6.6,84.0,5.7,2.0,1.0,2.0,4.0,6.0,1
78,1,23.0,3.0,9.3,4.0,7.5,78.0,2.9,5.0,3.0,5.0,10.0,9.0,2
79,0,18.0,4.0,5.4,5.0,5.5,79.0,8.7,2.0,1.0,5.0,1.0,9.0,1
80,1,20.0,1.0,3.4,1.0,6.3,100.0,8.0,2.0,5.0,3.0,8.0,2.0,1
81,1,22.0,5.0,6.7,8.0,4.7,95.0,6.3,3.0,2.0,3.0,1.0,5.0,2
82,0,18.0,2.0,4.1,7.0,5.5,96.0,10.5,0.0,4.0,1.0,3.0,3.0,2
83,0,18.0,4.0,5.8,2.0,4.6,100.0,8.8,3.0,4.0,10.0,10.0,4.0,0
84,0,21.0,8.0,9.2,5.0,8.0,92.0,4.0,2.0,4.0,10.0,1.0,10.0,1
85,1,24.0,4.0,4.0,4.0,8.4,81.0,5.6,5.0,0.0,3.0,4.0,3.0,1
86,1,19.0,1.0,5.9,7.0,7.7,93.0,5.1,5.0,4.0,8.0,5.0,1.0,0
87,1,20.0,5.0,4.9,8.0,3.0,69.0,5.0,5.0,1.0,5.0,10.0,4.0,0
88,0,18.0,4.0,4.5,3.0,4.6,82.0,10.3,1.0,0.0,1.0,3.0,5.0,1
89,0,21.0,2.0,2.1,8.0,5.8,84.0,7.3,5.0,3.0,5.0,9.0,9.0,2
90,0,21.0,2.0,7.9,10.0,4.3,67.0,9.3,3.0,5.0,6.0,10.0,5.0,0
91,1,18.0,4.0,5.0,10.0,5.0,66.0,7.9,5.0,2.0,10.0,1.0,3.0,0
92,0,22.0,8.0,5.4,5.0,5.6,76.0,7.1,4.0,3.0,8.0,2.0,8.0,2
93,0,21.0,6.0,4.2,6.0,6.7,71.0,8.3,1.0,2.0,7.0,8.0,5.0,0
94,0,24.0,1.0,8.2,8.0,4.6,70.0,11.3,2.0,2.0,6.0,2.0,7.0,0
95,1,23.0,8.0,1.1,7.0,6.3,68.0,8.2,1.0,4.0,6.0,10.0,8.0,2
96,0,24.0,1.0,5.6,4.0,5.6,82.0,6.6,4.0,1.0,5.0,8.0,8.0,2
97,1,18.0,4.0,4.0,3.0,5.6,84.0,8.7,4.0,0.0,9.0,7.0,2.0,0
98,1,24.0,2.0,5.7,8.0,5.5,72.0,8.8,5.0,1.0,8.0,5.0,9.0,0
99,0,21.0,8.0,5.6,8.0,7.7,80.0,8.3,3.0,4.0,3.0,7.0,4.0,2
100,1,24.0,2.0,3.3,5.0,5.7,91.0,8.5,2.0,4.0,5.0,1.0,5.0,1
101,0,24.0,8.0,6.2,3.0,6.5,93.0,7.2,4.0,3.0,6.0,6.0,9.0,2
102,0,21.0,6.0,7.6,4.0,5.6,80.0,8.1,4.0,3.0,4.0,7.0,1.0,0
103,0,23.0,8.0,4.6,7.0,6.2,89.0,9.2,5.0,5.0,3.0,8.0,1.0,0
104,1,22.0,6.0,6.7,2.0,7.7,93.0,9.6,0.0,4.0,8.0,1.0,3.0,1
105,0,24.0,3.0,5.0,2.0,7.5,95.0,6.4,2.0,2.0,10.0,7.0,2.0,0
106,0,24.0,7.0,5.6,6.0,6.3,96.0,7.2,4.0,0.0,10.0,2.0,4.0,0
107,0,19.0,2.0,6.2,7.0,5.3,71.0,11.2,5.0,5.0,2.0,8.0,3.0,0
108,0,18.0,1.0,3.0,6.0,4.7,68.0,9.3,2.0,2.0,6.0,7.0,3.0,0
109,1,22.0,7.0,6.6,10.0,7.4,76.0,8.3,1.0,1.0,2.0,10.0,7.0,2
110,1,21.0,3.0,5.0,4.0,5.2,94.0,7.2,5.0,2.0,8.0,5.0,1.0,0
111,0,20.0,3.0,3.6,2.0,8.0,93.0,6.7,2.0,4.0,5.0,7.0,5.0,1
112,0,24.0,5.0,3.3,4.0,6.0,89.0,7.8,3.0,0.0,4.0,7.0,10.0,1
113,0,22.0,5.0,3.9,5.0,5.3,66.0,7.5,5.0,3.0,5.0,1.0,10.0,1
114,1,22.0,8.0,5.5,5.0,5.7,79.0,6.1,4.0,2.0,4.0,4.0,10.0,1
115,0,23.0,3.0,5.5,2.0,4.3,67.0,4.2,2.0,3.0,1.0,10.0,6.0,1
116,1,18.0,5.0,3.6,6.0,6.2,91.0,7.6,1.0,1.0,3.0,9.0,6.0,2
117,0,24.0,3.0,8.0,5.0,7.8,95.0,6.7,2.0,5.0,6.0,2.0,8.0,1
118,1,19.0,4.0,5.0,7.0,5.0,100.0,7.0,2.0,0.0,7.0,1.0,5.0,2
119,1,21.0,6.0,4.4,5.0,7.0,89.0,5.3,5.0,2.0,2.0,4.0,8.0,1
120,1,22.0,6.0,6.0,10.0,8.8,79.0,6.8,5.0,0.0,8.0,5.0,7.0,0
121,1,19.0,1.0,5.8,1.0,7.5,84.0,6.2,3.0,0.0,2.0,4.0,9.0,1
122,1,21.0,8.0,5.4,6.0,6.5,99.0,7.2,3.0,4.0,3.0,7.0,2.0,2
123,0,22.0,7.0,3.5,5.0,6.5,67.0,8.0,5.0,2.0,4.0,8.0,8.0,2
124,1,24.0,6.0,7.9,2.0,7.9,88.0,11.3,4.0,5.0,6.0,1.0,7.0,1
125,0,19.0,2.0,3.5,8.0,7.8,70.0,7.4,5.0,1.0,10.0,1.0,1.0,0
126,0,19.0,3.0,9.4,10.0,5.3,78.0,5.3,0.0,4.0,4.0,10.0,4.0,0
127,1,20.0,3.0,3.8,10.0,3.3,65.0,5.9,2.0,1.0,3.0,9.0,5.0,0
128,1,18.0,1.0,3.5,3.0,6.7,65.0,7.7,2.0,1.0,10.0,6.0,1.0,0
129,1,20.0,1.0,8.8,3.0,7.9,91.0,5.8,4.0,0.0,2.0,8.0,8.0,1
130,0,22.0,2.0,3.2,8.0,7.2,97.0,4.4,1.0,4.0,1.0,9.0,5.0,2
131,0,23.0,1.0,8.7,1.0,8.3,95.0,6.1,3.0,3.0,2.0,8.0,8.0,1
132,1,18.0,6.0,1.6,10.0,8.5,74.0,6.8,0.0,1.0,5.0,10.0,10.0,2
133,0,21.0,5.0,7.5,8.0,4.1,97.0,5.8,4.0,3.0,2.0,2.0,9.0,2
134,1,21.0,8.0,5.0,4.0,6.6,91.0,6.1,2.0,3.0,7.0,7.0,2.0,2
135,0,21.0,6.0,6.2,5.0,4.9,88.0,6.7,1.0,5.0,8.0,2.0,2.0,2
136,1,18.0,7.0,5.2,2.0,7.3,88.0,8.4,1.0,4.0,1.0,10.0,9.0,1
137,0,23.0,2.0,2.8,7.0,4.2,87.0,9.6,5.0,3.0,1.0,5.0,10.0,1
138,0,20.0,2.0,5.7,10.0,5.4,97.0,10.1,1.0,1.0,8.0,4.0,2.0,0
139,0,24.0,6.0,5.2,2.0,8.3,82.0,7.1,4.0,1.0,7.0,9.0,10.0,2
140,1,22.0,5.0,9.1,1.0,9.0,76.0,6.5,2.0,5.0,5.0,6.0,6.0,1
141,1,19.0,3.0,6.9,10.0,7.5,90.0,9.7,0.0,1.0,1.0,2.0,9.0,1
142,1,21.0,7.0,3.1,8.0,7.5,86.0,9.1,1.0,2.0,5.0,6.0,10.0,2
143,1,18.0,3.0,1.5,3.0,4.7,68.0,2.9,5.0,0.0,5.0,8.0,7.0,2
144,0,22.0,8.0,4.5,7.0,7.6,82.0,10.0,1.0,4.0,2.0,6.0,7.0,1
145,1,20.0,8.0,5.1,9.0,8.9,84.0,4.2,0.0,1.0,7.0,10.0,1.0,0
146,1,19.0,5.0,1.6,4.0,6.4,73.0,7.8,2.0,2.0,6.0,2.0,1.0,2
147,0,23.0,7.0,4.9,3.0,3.4,73.0,6.8,3.0,4.0,4.0,9.0,9.0,2
148,0,18.0,7.0,2.4,1.0,7.5,92.0,7.7,0.0,3.0,2.0,6.0,10.0,1
149,0,22.0,7.0,3.1,7.0,5.7,83.0,4.9,0.0,3.0,1.0,6.0,3.0,2
150,0,24.0,6.0,4.9,2.0,7.9,92.0,5.0,0.0,1.0,7.0,10.0,7.0,2
151,1,21.0,5.0,6.0,6.0,5.7,79.0,5.4,2.0,1.0,2.0,9.0,2.0,2
152,1,24.0,6.0,4.8,6.0,4.9,74.0,5.9,1.0,0.0,3.0,5.0,4.0,2
153,1,22.0,3.0,2.6,2.0,9.0,76.0,7.1,5.0,3.0,8.0,10.0,10.0,1
154,0,23.0,6.0,3.6,6.0,6.8,74.0,6.8,3.0,0.0,8.0,8.0,5.0,0
155,0,22.0,1.0,4.6,6.0,7.4,97.0,8.5,0.0,2.0,8.0,8.0,1.0,0
156,1,20.0,5.0,3.9,2.0,5.6,70.0,6.4,4.0,4.0,9.0,7.0,8.0,2
157,1,21.0,4.0,1.0,6.0,4.2,95.0,9.7,4.0,1.0,1.0,8.0,2.0,2
158,0,23.0,2.0,8.3,9.0,6.1,76.0,8.2,0.0,1.0,8.0,8.0,9.0,0
159,1,20.0,6.0,5.6,5.0,9.0,89.0,9.2,3.0,2.0,10.0,1.0,6.0,2
160,1,20.0,2.0,4.7,9.0,5.1,89.0,3.8,2.0,2.0,10.0,3.0,6.0,0
161,1,22.0,3.0,5.4,6.0,5.4,84.0,4.2,5.0,5.0,7.0,3.0,10.0,2
162,1,20.0,7.0,3.7,6.0,4.9,73.0,10.4,5.0,5.0,9.0,2.0,7.0,2
163,0,18.0,6.0,6.8,5.0,6.5,76.0,10.0,1.0,2.0,8.0,4.0,4.0,2
164,1,19.0,2.0,5.2,5.0,5.2,71.0,10.0,4.0,4.0,9.0,1.0,6.0,2
165,1,22.0,7.0,6.1,3.0,4.9,75.0,6.6,1.0,5.0,10.0,3.0,8.0,2
166,1,21.0,6.0,3.2,4.0,4.4,93.0,8.9,4.0,2.0,8.0,4.0,9.0,2
167,1,20.0,8.0,8.8,4.0,4.4,88.0,8.1,5.0,4.0,8.0,8.0,5.0,0
168,0,22.0,7.0,3.7,3.0,5.8,77.0,5.8,4.0,1.0,5.0,1.0,8.0,1
169,0,22.0,2.0,3.3,9.0,6.6,72.0,5.3,2.0,0.0,3.0,5.0,8.0,2
170,1,24.0,7.0,5.5,2.0,6.4,79.0,6.5,3.0,2.0,1.0,7.0,1.0,2
171,0,22.0,6.0,3.2,4.0,5.6,89.0,8.5,0.0,2.0,4.0,1.0,6.0,1
172,1,24.0,6.0,6.0,3.0,5.0,73.0,7.2,0.0,2.0,8.0,3.0,8.0,2
173,0,22.0,1.0,6.5,2.0,4.0,66.0,8.1,2.0,1.0,3.0,9.0,10.0,2
174,0,18.0,5.0,3.7,4.0,7.4,84.0,5.5,0.0,0.0,4.0,7.0,10.0,1
175,0,18.0,2.0,1.4,8.0,4.1,99.0,7.1,0.0,5.0,9.0,10.0,4.0,0
176,1,20.0,7.0,5.5,1.0,5.1,87.0,8.3,1.0,4.0,7.0,3.0,2.0,2
177,0,18.0,1.0,1.7,7.0,6.4,95.0,4.6,0.0,5.0,7.0,6.0,5.0,2
178,1,20.0,2.0,3.7,6.0,6.6,80.0,5.3,5.0,5.0,2.0,10.0,6.0,2
179,1,18.0,6.0,4.2,9.0,8.0,86.0,5.8,5.0,1.0,8.0,8.0,3.0,0
180,1,18.0,8.0,6.7,1.0,4.8,83.0,8.1,1.0,0.0,4.0,1.0,6.0,1
181,0,22.0,7.0,7.9,9.0,3.0,95.0,5.4,2.0,0.0,4.0,5.0,6.0,0
182,1,24.0,6.0,6.2,5.0,6.2,72.0,7.7,2.0,3.0,7.0,8.0,7.0,2
183,0,19.0,8.0,3.8,8.0,6.6,88.0,6.7,4.0,2.0,2.0,7.0,2.0,2
184,0,22.0,3.0,7.3,9.0,6.9,83.0,7.7,2.0,0.0,2.0,6.0,5.0,2
185,0,21.0,7.0,4.2,3.0,5.8,93.0,6.1,2.0,3.0,1.0,6.0,10.0,1
186,0,20.0,1.0,5.8,2.0,5.9,90.0,7.6,2.0,4.0,3.0,1.0,3.0,1
187,0,18.0,3.0,9.2,2.0,7.8,80.0,6.3,5.0,2.0,6.0,7.0,10.0,2
188,1,22.0,3.0,7.4,8.0,5.9,88.0,2.9,2.0,3.0,2.0,10.0,3.0,0
189,0,21.0,6.0,3.0,5.0,3.7,80.0,6.3,0.0,0.0,3.0,8.0,9.0,2
190,0,22.0,2.0,5.0,5.0,9.0,81.0,7.7,5.0,3.0,4.0,10.0,5.0,2
191,0,19.0,2.0,4.6,3.0,7.7,69.0,2.6,3.0,1.0,8.0,2.0,6.0,1
192,0,23.0,2.0,5.5,9.0,7.7,99.0,4.0,2.0,2.0,3.0,3.0,6.0,1
193,1,18.0,4.0,7.3,3.0,7.0,80.0,6.2,3.0,0.0,6.0,9.0,10.0,2
194,0,21.0,3.0,6.3,10.0,9.0,70.0,7.4,0.0,2.0,7.0,8.0,9.0,2
195,0,24.0,7.0,5.5,10.0,5.8,69.0,5.3,1.0,2.0,2.0,8.0,8.0,2
196,0,19.0,3.0,6.7,3.0,5.2,92.0,7.1,4.0,0.0,2.0,9.0,3.0,2
197,0,19.0,3.0,4.0,6.0,7.2,79.0,7.7,2.0,4.0,5.0,2.0,5.0,1
198,1,23.0,5.0,7.1,3.0,5.7,84.0,6.5,4.0,4.0,2.0,9.0,3.0,2
199,1,19.0,6.0,3.0,10.0,5.8,67.0,7.8,0.0,0.0,1.0,10.0,5.0,2
200,1,24.0,7.0,6.5,10.0,5.1,66.0,8.7,3.0,5.0,9.0,5.0,5.0,0
201,0,19.0,7.0,7.7,5.0,7.1,94.0,10.8,0.0,5.0,1.0,3.0,8.0,1
202,0,21.0,8.0,3.5,4.0,4.6,86.0,3.4,4.0,1.0,6.0,6.0,6.0,2
203,0,19.0,6.0,8.0,9.0,7.5,100.0,6.9,0.0,2.0,4.0,8.0,2.0,0
204,0,21.0,4.0,5.6,3.0,4.8,71.0,11.9,0.0,2.0,7.0,10.0,7.0,0
205,1,24.0,3.0,5.3,6.0,6.7,85.0,8.5,1.0,1.0,8.0,9.0,8.0,0
206,0,20.0,8.0,6.0,1.0,6.8,70.0,5.4,3.0,4.0,8.0,4.0,4.0,2
207,0,18.0,1.0,5.9,5.0,9.0,96.0,9.7,4.0,5.0,8.0,5.0,9.0,2
208,1,24.0,2.0,8.2,7.0,5.7,73.0,5.0,2.0,5.0,6.0,7.0,6.0,0
209,1,21.0,1.0,4.7,10.0,6.6,100.0,9.2,1.0,2.0,9.0,5.0,2.0,0
210,0,22.0,8.0,1.6,9.0,8.8,82.0,6.7,4.0,5.0,10.0,2.0,3.0,2
211,1,21.0,6.0,4.1,6.0,5.0,100.0,3.7,2.0,1.0,4.0,10.0,9.0,2
212,0,22.0,1.0,6.6,1.0,6.6,67.0,4.4,1.0,5.0,6.0,8.0,9.0,1
213,0,19.0,3.0,2.4,6.0,6.0,85.0,10.3,1.0,3.0,10.0,5.0,10.0,2
214,0,22.0,8.0,4.5,10.0,4.2,84.0,6.5,3.0,0.0,6.0,6.0,2.0,0
215,0,22.0,5.0,4.5,1.0,3.0,95.0,6.9,2.0,5.0,10.0,10.0,4.0,0
216,1,22.0,8.0,4.5,3.0,7.5,98.0,10.7,5.0,5.0,10.0,7.0,3.0,0
217,1,18.0,2.0,7.3,4.0,6.1,66.0,4.8,3.0,2.0,7.0,3.0,7.0,2
218,1,21.0,8.0,10.1,1.0,6.6,73.0,7.0,4.0,1.0,9.0,6.0,8.0,2
219,0,20.0,3.0,5.0,8.0,6.8,99.0,6.7,2.0,4.0,6.0,5.0,10.0,2
220,0,19.0,4.0,3.9,5.0,5.7,100.0,6.9,2.0,1.0,5.0,5.0,4.0,2
221,0,20.0,8.0,3.9,6.0,5.4,100.0,7.2,5.0,2.0,5.0,2.0,10.0,1
222,0,21.0,6.0,4.5,3.0,8.8,83.0,2.0,0.0,2.0,2.0,6.0,8.0,1
223,0,23.0,8.0,7.2,4.0,8.4,77.0,2.9,4.0,2.0,9.0,5.0,3.0,2
224,1,22.0,4.0,4.3,4.0,5.9,68.0,4.2,5.0,4.0,4.0,4.0,1.0,2
225,1,21.0,6.0,3.4,8.0,4.8,71.0,10.5,5.0,1.0,1.0,9.0,3.0,0
226,0,23.0,8.0,6.9,8.0,8.4,77.0,8.4,2.0,2.0,5.0,1.0,2.0,2
227,1,22.0,1.0,2.7,3.0,5.7,91.0,8.0,1.0,0.0,7.0,8.0,3.0,2
228,0,18.0,1.0,2.6,5.0,7.6,71.0,6.5,2.0,2.0,8.0,9.0,9.0,2
229,0,19.0,8.0,4.3,5.0,7.6,77.0,7.9,0.0,2.0,3.0,8.0,5.0,2
230,1,18.0,6.0,4.3,5.0,8.2,77.0,4.8,1.0,4.0,7.0,7.0,9.0,1
231,0,18.0,7.0,6.2,2.0,7.4,76.0,6.4,1.0,3.0,6.0,4.0,1.0,2
232,0,21.0,4.0,5.7,8.0,4.6,82.0,8.8,2.0,2.0,10.0,10.0,1.0,0
233,0,23.0,6.0,4.6,4.0,5.7,68.0,9.1,5.0,0.0,8.0,5.0,3.0,0
234,0,23.0,5.0,3.6,2.0,4.4,83.0,3.9,2.0,4.0,4.0,4.0,3.0,1
235,0,19.0,8.0,6.2,10.0,4.6,88.0,10.5,3.0,5.0,9.0,8.0,9.0,0
236,1,24.0,4.0,1.0,10.0,9.0,70.0,7.4,4.0,3.0,9.0,6.0,2.0,0
237,1,18.0,4.0,4.8,10.0,5.7,99.0,7.8,1.0,1.0,6.0,9.0,8.0,0
238,1,23.0,4.0,4.9,10.0,8.2,96.0,7.2,0.0,4.0,8.0,1.0,8.0,2
239,1,22.0,7.0,5.3,8.0,6.0,68.0,6.9,4.0,3.0,5.0,1.0,7.0,2
240,0,24.0,1.0,5.6,4.0,3.9,69.0,4.3,0.0,3.0,6.0,2.0,9.0,1
241,1,18.0,8.0,6.5,1.0,6.8,83.0,6.6,3.0,1.0,3.0,7.0,6.0,1
242,0,21.0,7.0,5.0,7.0,7.0,70.0,5.9,5.0,5.0,9.0,3.0,6.0,2
243,1,19.0,7.0,3.4,9.0,6.8,73.0,5.0,5.0,1.0,1.0,1.0,5.0,1
244,0,23.0,7.0,5.8,9.0,3.9,89.0,9.1,1.0,1.0,8.0,6.0,3.0,0
245,0,19.0,2.0,5.9,1.0,6.9,91.0,9.0,4.0,0.0,4.0,4.0,2.0,2
246,1,22.0,1.0,8.3,8.0,8.0,68.0,3.3,1.0,5.0,1.0,7.0,8.0,1
247,1,22.0,4.0,2.4,1.0,5.6,73.0,7.1,4.0,2.0,4.0,10.0,6.0,2
248,0,19.0,5.0,6.0,3.0,5.4,98.0,7.4,1.0,3.0,5.0,5.0,1.0,2
249,1,23.0,7.0,3.5,9.0,5.6,96.0,4.2,0.0,2.0,7.0,9.0,6.0,0
250,0,21.0,3.0,3.2,5.0,4.5,89.0,5.0,1.0,4.0,8.0,4.0,4.0,2
251,0,24.0,3.0,7.1,8.0,5.1,68.0,12.3,4.0,3.0,7.0,9.0,9.0,0
252,1,21.0,4.0,6.0,5.0,6.8,78.0,5.3,2.0,5.0,2.0,8.0,6.0,1
253,1,22.0,4.0,6.4,1.0,5.6,82.0,7.2,3.0,5.0,10.0,10.0,1.0,0
